"","Gene","logFC","FDR","fdr","logfc","labels","sig"
"21737","STARD6",-0.620193761,0.633588717,0.633588717,-0.620193761,"STARD6","Not Sig"
"21738","MYH15",0.439685492,0.633588717,0.633588717,0.439685492,"MYH15","Not Sig"
"21739","NTN4",-0.372656258,0.633666807,0.633666807,-0.372656258,"NTN4","Not Sig"
"21740","RAB33B-AS1",0.193273026,0.633803731,0.633803731,0.193273026,"RAB33B-AS1","Not Sig"
"21741","NUTF2",0.164984161,0.634037873,0.634037873,0.164984161,"NUTF2","Not Sig"
"21742","DLSTP1",0.297003572,0.634253758,0.634253758,0.297003572,"DLSTP1","Not Sig"
"21743","PUF60_1",0.59756335,0.634300958,0.634300958,0.59756335,"PUF60_1","Not Sig"
"21744","LOC105377449",0.184512411,0.63449862,0.63449862,0.184512411,"LOC105377449","Not Sig"
"21745","NFATC4",-0.798939358,0.634500814,0.634500814,-0.798939358,"NFATC4","Not Sig"
"21746","PBX2_1",0.552752679,0.635001775,0.635001775,0.552752679,"PBX2_1","Not Sig"
"21747","MIR4738",-0.643451582,0.635247215,0.635247215,-0.643451582,"MIR4738","Not Sig"
"21748","LOC107985981",0.555621188,0.635340902,0.635340902,0.555621188,"LOC107985981","Not Sig"
"21749","MAGI1",-0.067145927,0.63557729,0.63557729,-0.067145927,"MAGI1","Not Sig"
"21750","LOC105372399",-0.851899,0.635600161,0.635600161,-0.851899,"LOC105372399","Not Sig"
"21751","F2RL2",-0.404088666,0.635614365,0.635614365,-0.404088666,"F2RL2","Not Sig"
"21752","LOC105371970",0.733944051,0.63571281,0.63571281,0.733944051,"LOC105371970","Not Sig"
"21753","MIR421",0.672656284,0.635734579,0.635734579,0.672656284,"MIR421","Not Sig"
"21754","SH3RF1",0.099746517,0.635738505,0.635738505,0.099746517,"SH3RF1","Not Sig"
"21755","LOC105373454",-0.529823153,0.6359142,0.6359142,-0.529823153,"LOC105373454","Not Sig"
"21756","ELAPOR2",0.126169262,0.6359142,0.6359142,0.126169262,"ELAPOR2","Not Sig"
"21757","LOC107984510",-0.474864482,0.636104197,0.636104197,-0.474864482,"LOC107984510","Not Sig"
"21758","CCDC73",0.64206708,0.636269929,0.636269929,0.64206708,"CCDC73","Not Sig"
"21759","PRRC2A_6",0.593337183,0.63686859,0.63686859,0.593337183,"PRRC2A_6","Not Sig"
"21760","VARS2_4",-0.839158894,0.637023679,0.637023679,-0.839158894,"VARS2_4","Not Sig"
"21761","GMPPB",-0.130020016,0.637065084,0.637065084,-0.130020016,"GMPPB","Not Sig"
"21762","SLC6A4",0.452042237,0.637176384,0.637176384,0.452042237,"SLC6A4","Not Sig"
"21763","PURB",-0.154737313,0.637346411,0.637346411,-0.154737313,"PURB","Not Sig"
"21764","FUT4",0.093059079,0.637610457,0.637610457,0.093059079,"FUT4","Not Sig"
"21765","KMT2C",0.218209571,0.637610457,0.637610457,0.218209571,"KMT2C","Not Sig"
"21766","SLC16A6",0.449511348,0.637610457,0.637610457,0.449511348,"SLC16A6","Not Sig"
"21767","LOC101929200",-0.254968653,0.637611734,0.637611734,-0.254968653,"LOC101929200","Not Sig"
"21768","ASB9P1",0.761486563,0.637654521,0.637654521,0.761486563,"ASB9P1","Not Sig"
"21769","RFX3",0.209675263,0.637727153,0.637727153,0.209675263,"RFX3","Not Sig"
"21770","ATRX",-0.19326868,0.637727317,0.637727317,-0.19326868,"ATRX","Not Sig"
"21771","GAB3",0.204679403,0.637866215,0.637866215,0.204679403,"GAB3","Not Sig"
"21772","TAPBPL",0.250937387,0.638127825,0.638127825,0.250937387,"TAPBPL","Not Sig"
"21773","IGLL3P",0.402834737,0.638220778,0.638220778,0.402834737,"IGLL3P","Not Sig"
"21774","ILRUN-AS1",-0.386635444,0.638263044,0.638263044,-0.386635444,"ILRUN-AS1","Not Sig"
